Date,channel_id,daily_avg,daily_min,daily_max
2020-01-01,67,6.101698,5.274823,7.6485
2020-01-02,67,5.3043284,4.128908,6.582402
2020-01-03,67,4.9817867,3.9278865,6.234453
2020-01-04,67,5.200064,4.142052,6.807856
2020-01-05,67,5.0950365,4.1167383,6.8057256
2020-01-06,67,5.1225452,4.069242,6.968357
2020-01-07,67,5.3098383,3.998629,7.325343
2020-01-08,67,5.599151,4.182822,7.804451
2020-01-09,67,5.9447093,4.288067,8.262505
2020-01-10,67,5.806826,4.3286448,7.9685287
2020-01-11,67,5.8392076,4.3484793,8.006775
2020-01-12,67,5.754731,4.400979,7.846521
2020-01-13,67,5.6897326,4.351433,7.648533
2020-01-14,67,5.6664033,4.3850183,7.2651453
2020-01-15,67,5.423362,4.204721,6.8408504
2020-01-16,67,5.5792103,4.1863093,6.9588575
2020-01-17,67,5.5323787,4.4314623,7.0144463
2020-01-18,67,5.1627035,4.0792456,6.724578
2020-01-19,67,5.2785373,4.3002863,7.096773
2020-01-20,67,5.594663,4.281019,7.6821766
2020-01-21,67,5.8561893,4.4793777,8.053237
2020-01-22,67,5.888165,4.614211,7.939387
2020-01-23,67,5.7106338,4.4564967,7.726426
2020-01-24,67,5.717993,4.372526,7.824685
2020-01-25,67,5.811907,4.483716,7.828804
2020-01-26,67,5.792649,4.4352036,7.7402563
2020-01-27,67,5.6407437,4.486039,7.2928896
2020-01-28,67,5.4235654,4.265191,7.008171
2020-01-29,67,5.355716,4.2218914,6.6977205
2020-01-30,67,5.203935,4.1805215,6.2419434
2020-01-31,67,5.0150356,4.0195036,6.063764
2020-02-01,67,5.1107445,4.1242056,6.7679424
2020-02-02,67,5.4648643,4.486187,7.38659
2020-02-03,67,5.495986,4.18832,7.3800306
2020-02-04,67,5.400301,4.193466,7.352149
2020-02-05,67,5.6782994,4.087634,7.799468
2020-02-06,67,5.885872,4.4101934,8.028119
2020-02-07,67,5.974634,4.6237373,8.215593
2020-02-08,67,6.0395923,4.738719,8.233036
2020-02-09,67,5.894499,4.744149,7.8484964
2020-02-10,67,5.6634474,4.400281,7.6842694
2020-02-11,67,5.7638774,4.515087,7.5345025
2020-02-12,67,5.776304,4.589489,7.292303
2020-02-13,67,5.774845,4.593939,7.0311184
2020-02-14,67,5.920408,4.7986956,7.518294
2020-02-15,67,5.7331924,4.534131,7.5531683
2020-02-16,67,5.729714,4.437943,7.594713
2020-02-17,67,5.8337927,4.3363156,7.6659336
2020-02-18,67,5.945162,4.3591156,7.7509966
2020-02-19,67,6.0018635,4.3172727,7.788892
2020-02-20,67,6.017173,4.43917,7.7626157
2020-02-21,67,6.0313168,4.467788,7.891138
2020-02-22,67,6.1973786,4.5690203,8.051297
2020-02-23,67,6.1793976,4.8395677,7.690477
2020-02-24,67,5.7585125,4.6196804,7.1493006
2020-02-25,67,5.585856,4.4355655,6.922712
2020-02-26,67,5.491613,4.3470154,6.716712
2020-02-27,67,5.4980526,4.372405,6.734182
2020-02-28,67,5.574695,4.466152,6.9666033
2020-02-29,67,5.824287,4.6641827,7.3292303
2020-03-01,67,5.795821,4.546379,7.369503
2020-03-02,67,5.595534,4.2313285,7.175765
2020-03-03,67,5.9097056,4.348296,7.5692396
2020-03-04,67,6.1085815,4.4660482,7.785537
2020-03-05,67,6.300076,4.461011,8.128853
2020-03-06,67,6.430963,4.691454,8.2826185
2020-03-07,67,6.421501,4.8484907,8.236626
2020-03-08,67,6.0922246,4.783618,7.849889
2020-03-09,67,5.9311543,4.6920314,7.5437355
2020-03-10,67,5.7714543,4.5365243,7.333044
2020-03-11,67,5.79792,4.5747094,7.1567993
2020-03-12,67,5.8496003,4.62904,7.341947
2020-03-13,67,6.140437,4.8468814,7.84673
2020-03-14,67,6.2072887,4.8228188,8.077647
2020-03-15,67,6.1700077,4.7386646,8.119574
2020-03-16,67,6.1356063,4.4747095,7.9258575
2020-03-17,67,6.0721087,4.432291,7.740911
2020-03-18,67,6.063344,4.5217876,7.67741
2020-03-19,67,6.031584,4.517471,7.5397367
2020-03-20,67,5.7453423,4.4444733,7.1744137
2020-03-21,67,5.602338,4.2433114,7.108065
2020-03-22,67,5.5555587,4.309448,6.9517035
2020-03-23,67,5.68385,4.406274,7.097946
2020-03-24,67,5.6332083,4.510111,6.8805323
2020-03-25,67,5.5333667,4.447857,6.8046427
2020-03-26,67,5.492249,4.3583393,6.905607
2020-03-27,67,5.4199333,4.2729034,7.0413675
2020-03-28,67,5.275633,4.0732155,7.047965
2020-03-29,67,5.3032174,4.039255,7.137923
2020-03-30,67,5.357531,3.9658709,7.270632
2020-03-31,67,5.345516,3.892118,7.141366
2020-04-01,67,5.7074895,3.9310389,7.3690324
2020-04-02,67,5.5275335,3.76873,7.004545
2020-04-03,67,5.3611765,3.8489163,6.8575697
2020-04-04,67,5.5165377,3.843123,7.151896
2020-04-05,67,5.874535,4.2444,7.584461
2020-04-06,67,5.952727,4.6592493,7.3274493
2020-04-07,67,5.7772827,4.597052,7.0625267
2020-04-08,67,5.915164,4.658022,7.317154
2020-04-09,67,6.0175037,4.727579,7.738181
2020-04-10,67,6.0783596,4.7846475,7.881734
2020-04-11,67,6.2400904,4.8361206,8.152012
