Date,channel_id,daily_avg,daily_min,daily_max
2020-01-01,506,7.4359765,5.0778036,9.024084
2020-01-02,506,6.894398,4.5066147,9.04738
2020-01-03,506,6.6931443,4.7360554,8.880676
2020-01-04,506,6.829979,4.9212885,9.301574
2020-01-05,506,6.662098,4.3437724,9.148838
2020-01-06,506,6.656188,3.988303,9.395157
2020-01-07,506,6.946459,4.0733004,9.771801
2020-01-08,506,7.232645,4.033297,10.1965065
2020-01-09,506,7.482505,3.8894608,10.594959
2020-01-10,506,7.397401,3.7292337,10.67123
2020-01-11,506,7.5093174,3.8457913,10.644048
2020-01-12,506,7.446569,3.828262,10.617464
2020-01-13,506,7.426954,3.8323915,10.345102
2020-01-14,506,7.356152,4.0930085,9.868709
2020-01-15,506,7.1208158,3.9511855,9.356522
2020-01-16,506,7.4904075,4.1375523,9.975834
2020-01-17,506,7.0206313,4.7818832,9.906925
2020-01-18,506,6.7421956,4.355878,9.766303
2020-01-19,506,6.841303,4.148754,9.89897
2020-01-20,506,7.2393594,4.3108945,10.337145
2020-01-21,506,7.546053,4.414468,10.628384
2020-01-22,506,7.4544406,4.048512,10.508659
2020-01-23,506,7.348901,3.949276,10.398968
2020-01-24,506,7.4753976,4.0843587,10.497113
2020-01-25,506,7.5238514,4.1795473,10.394371
2020-01-26,506,7.5479608,4.261338,10.229105
2020-01-27,506,7.295817,4.104163,9.768358
2020-01-28,506,7.144552,4.106969,9.363152
2020-01-29,506,7.0759087,4.2098503,9.071681
2020-01-30,506,6.9193425,4.3895483,9.11351
2020-01-31,506,6.806017,4.622508,8.992931
2020-02-01,506,6.7914667,5.071847,8.853672
2020-02-02,506,7.171163,5.2455854,9.516336
2020-02-03,506,6.9570694,4.3616877,9.3542595
2020-02-04,506,6.8587728,3.9522476,9.382795
2020-02-05,506,7.151859,4.0090647,9.877211
2020-02-06,506,7.306003,3.9806778,10.245778
2020-02-07,506,7.49946,4.055625,10.617949
2020-02-08,506,7.6005707,4.090974,10.889858
2020-02-09,506,7.315829,3.6288152,10.336048
2020-02-10,506,7.3258843,3.9606597,10.56415
2020-02-11,506,7.3338037,4.1254888,10.220305
2020-02-12,506,7.301493,4.1233983,9.77904
2020-02-13,506,7.290026,4.379901,9.902668
2020-02-14,506,7.3666196,4.9863067,9.872845
2020-02-15,506,7.138697,4.648397,10.03055
2020-02-16,506,7.136916,4.4520025,9.875675
2020-02-17,506,7.0919037,4.1339173,9.858627
2020-02-18,506,7.131437,4.0519276,9.855993
2020-02-19,506,7.213499,4.015085,9.995165
2020-02-20,506,7.2294617,4.0042176,10.032263
2020-02-21,506,7.2712827,4.1342845,10.080943
2020-02-22,506,7.4943795,4.4670105,10.346457
2020-02-23,506,7.2717547,4.066283,9.840916
2020-02-24,506,6.8705215,3.9848895,9.400419
2020-02-25,506,6.7796373,4.069707,9.12604
2020-02-26,506,6.7800198,4.371321,8.879372
2020-02-27,506,6.81916,4.6436815,8.968018
2020-02-28,506,6.9688196,4.904598,9.059856
2020-02-29,506,7.2030673,5.234256,9.253094
2020-03-01,506,7.0152454,4.898409,9.145826
2020-03-02,506,6.8592668,4.494178,8.749971
2020-03-03,506,7.0673103,4.4239616,9.115557
2020-03-04,506,7.1667795,4.192952,9.391773
2020-03-05,506,7.4700756,4.415346,10.098407
2020-03-06,506,7.57546,4.3983803,10.361166
2020-03-07,506,7.568537,4.2826123,10.510718
2020-03-08,506,7.3995175,4.1772003,10.5073185
2020-03-09,506,7.2810483,4.162704,10.2870655
2020-03-10,506,7.266077,4.4210186,10.161268
2020-03-11,506,7.343031,4.7126894,9.913172
2020-03-12,506,7.4620023,4.7927856,10.117046
2020-03-13,506,7.8435388,5.11292,10.634602
2020-03-14,506,7.6848807,4.79438,10.636417
2020-03-15,506,7.6664844,4.8214436,10.572792
2020-03-16,506,7.4049735,4.3206625,9.76732
2020-03-17,506,7.3344083,4.2192087,9.692995
2020-03-18,506,7.425909,4.3871913,9.846819
2020-03-19,506,7.324819,4.2606983,9.822918
2020-03-20,506,7.1396384,4.094168,9.633743
2020-03-21,506,7.1393986,4.2612834,9.720763
2020-03-22,506,7.100478,4.372491,9.634123
2020-03-23,506,7.2917767,4.7000732,9.756725
2020-03-24,506,7.1853156,4.772519,9.535742
2020-03-25,506,7.133755,4.8163967,9.478107
2020-03-26,506,7.0993714,4.629853,9.564344
