Date,channel_id,daily_avg,daily_min,daily_max
2020-01-01,206,22.31829,21.483143,23.146786
2020-01-02,206,21.516603,20.212605,22.667013
2020-01-03,206,21.19779,20.036093,22.583015
2020-01-04,206,21.433784,20.310198,23.176105
2020-01-05,206,21.32883,20.165943,23.141005
2020-01-06,206,21.374695,20.137024,23.309807
2020-01-07,206,21.570747,20.070217,23.593588
2020-01-08,206,21.864893,20.250778,24.048187
2020-01-09,206,22.196615,20.437443,24.487373
2020-01-10,206,22.048958,20.498568,24.203245
2020-01-11,206,22.07499,20.40238,24.240501
2020-01-12,206,21.992111,20.492416,24.086367
2020-01-13,206,21.929619,20.42279,23.894703
2020-01-14,206,21.902163,20.46944,23.52329
2020-01-15,206,21.657394,20.273136,23.115252
2020-01-16,206,21.830631,20.262964,23.284891
2020-01-17,206,21.72727,20.554924,23.302624
2020-01-18,206,21.377003,20.197872,23.131824
2020-01-19,206,21.526571,20.358599,23.449348
2020-01-20,206,21.855314,20.501009,23.95531
2020-01-21,206,22.11656,20.57014,24.289808
2020-01-22,206,22.128445,20.711452,24.17656
2020-01-23,206,21.952387,20.533298,23.97189
2020-01-24,206,21.96612,20.440187,24.065737
2020-01-25,206,22.059729,20.564693,24.06892
2020-01-26,206,22.039478,20.608128,23.980892
2020-01-27,206,21.872135,20.583118,23.547342
2020-01-28,206,21.655685,20.343822,23.275301
2020-01-29,206,21.59235,20.30886,22.973095
2020-01-30,206,21.439072,20.280806,22.428238
2020-01-31,206,21.248272,20.13395,22.39865
2020-02-01,206,21.31994,20.274757,23.055794
2020-02-02,206,21.699848,20.64669,23.637249
2020-02-03,206,21.69337,20.283005,23.627079
2020-02-04,206,21.621351,20.15747,23.608395
2020-02-05,206,21.926931,20.178974,24.040482
2020-02-06,206,22.11507,20.483463,24.266174
2020-02-07,206,22.202322,20.697422,24.46102
2020-02-08,206,22.277824,20.819912,24.471828
2020-02-09,206,22.11757,20.864887,24.080048
2020-02-10,206,21.906752,20.457035,23.955694
2020-02-11,206,21.996796,20.590763,23.770287
2020-02-12,206,22.009346,20.671453,23.5282
2020-02-13,206,22.003048,20.696478,23.264809
2020-02-14,206,22.139875,20.941345,23.778263
2020-02-15,206,21.931467,20.653614,23.780985
2020-02-16,206,21.943672,20.546757,23.865398
2020-02-17,206,22.04316,20.422077,23.913696
2020-02-18,206,22.171331,20.403,23.966465
2020-02-19,206,22.242361,20.39851,24.001942
2020-02-20,206,22.259777,20.518433,23.979092
2020-02-21,206,22.263569,20.559498,24.102888
2020-02-22,206,22.442564,20.67361,24.261665
2020-02-23,206,22.40023,20.95494,23.909224
2020-02-24,206,21.971998,20.710983,23.387753
2020-02-25,206,21.79947,20.510965,23.170494
2020-02-26,206,21.71094,20.430756,22.969807
2020-02-27,206,21.71541,20.467226,22.996216
2020-02-28,206,21.795088,20.589186,23.215075
2020-02-29,206,22.047018,20.777727,23.558096
2020-03-01,206,21.99254,20.668314,23.593525
2020-03-02,206,21.784485,20.326538,23.397453
2020-03-03,206,22.11104,20.438004,23.786407
2020-03-04,206,22.318758,20.54092,24.002094
2020-03-05,206,22.529648,20.730118,24.341457
2020-03-06,206,22.665825,20.792297,24.489956
2020-03-07,206,22.641375,20.953691,24.443876
2020-03-08,206,22.314903,20.881,24.07454
2020-03-09,206,22.138405,20.777752,23.780262
2020-03-10,206,21.994535,20.62521,23.575579
2020-03-11,206,22.02486,20.6851,23.40615
2020-03-12,206,22.080841,20.732248,23.586159
2020-03-13,206,22.37377,20.989216,24.069614
2020-03-14,206,22.415657,20.939056,24.28621
2020-03-15,206,22.355938,20.851044,24.320597
2020-03-16,206,22.30456,20.540234,24.1288
2020-03-17,206,22.2532,20.48816,23.950962
2020-03-18,206,22.26847,20.587137,23.900026
2020-03-19,206,22.250227,20.51617,23.769428
2020-03-20,206,21.96684,20.462162,23.421696
2020-03-21,206,21.838463,20.311195,23.363323
2020-03-22,206,21.801134,20.393715,23.219303
2020-03-23,206,21.9278,20.491245,23.355392
2020-03-24,206,21.863392,20.63183,23.142153
2020-03-25,206,21.750038,20.6077,23.066826
2020-03-26,206,21.725567,20.471647,23.165215
2020-03-27,206,21.639006,20.378246,23.307476
2020-03-28,206,21.48629,20.15983,23.290169
2020-03-29,206,21.510612,20.123962,23.368805
2020-03-30,206,21.546629,20.040575,23.491333
2020-03-31,206,21.569904,19.943695,23.368141
2020-04-01,206,21.919678,19.98788,23.5901
2020-04-02,206,21.721718,19.783648,23.23095
2020-04-03,206,21.585335,19.858253,23.103619
2020-04-04,206,21.76963,20.142296,23.392776
2020-04-05,206,22.134058,20.294937,23.81548
2020-04-06,206,22.189724,20.741077,23.573128
2020-04-07,206,22.017498,20.6692,23.3312
2020-04-08,206,22.163588,20.741478,23.58275
2020-04-09,206,22.248224,20.830933,23.98267
2020-04-10,206,22.323538,20.879395,24.113892
2020-04-11,206,22.475937,20.935669,24.370214
2020-04-12,206,22.48033,20.78184,24.440811
2020-04-13,206,22.434385,20.622686,24.296806
2020-04-14,206,22.167019,20.251049,23.79944
2020-04-15,206,22.096594,20.279436,23.526243
2020-04-16,206,22.167646,20.456142,23.479164
2020-04-17,206,22.299314,20.698174,23.604755
2020-04-18,206,22.231123,20.62331,23.489452
2020-04-19,206,22.084486,20.635658,23.360456
2020-04-20,206,22.139637,20.73256,23.474812
2020-04-21,206,21.990143,20.721346,23.475449
2020-04-22,206,21.792465,20.432194,23.32751
2020-04-23,206,21.756142,20.317284,23.350433
2020-04-24,206,21.784176,20.281033,23.434048
2020-04-25,206,21.90059,20.346542,23.589382
2020-04-26,206,22.080372,20.440218,23.8375
2020-04-27,206,22.151365,20.39066,24.017694
2020-04-28,206,22.11004,20.272758,23.930815
2020-04-29,206,22.19052,20.339706,23.912643
2020-04-30,206,22.132172,20.149384,23.683329
2020-05-01,206,21.899366,20.007025,23.282104
2020-05-02,206,21.765356,20.049156,23.103706
2020-05-03,206,21.708366,20.221958,22.964737
2020-05-04,206,21.755102,20.40596,23.06802
2020-05-05,206,21.828001,20.44123,23.293346
2020-05-06,206,21.842995,20.405125,23.554848
2020-05-07,206,21.81866,20.29276,23.53267
2020-05-08,206,22.155138,20.554184,23.958961
2020-05-09,206,22.533606,20.834225,24.429789
2020-05-10,206,22.77933,20.974567,24.744087
2020-05-11,206,22.802027,20.958565,24.762709
2020-05-12,206,22.585075,20.670818,24.398819
2020-05-13,206,22.26156,20.349241,23.76892
2020-05-14,206,21.9905,20.088097,23.336193
2020-05-15,206,21.84839,20.102654,23.12924
2020-05-16,206,21.877434,20.363659,23.20013
2020-05-17,206,22.122429,20.809372,23.49334
2020-05-18,206,22.368795,20.996832,23.940014
2020-05-19,206,22.25539,20.820778,23.939903
2020-05-20,206,22.19149,20.650127,23.96015
2020-05-21,206,22.20345,20.53558,23.98127
2020-05-22,206,22.467394,20.702206,24.428852
2020-05-23,206,22.449247,20.59499,24.471895
2020-05-24,206,22.547808,20.63746,24.640446
2020-05-25,206,22.484983,20.513145,24.626266
2020-05-26,206,22.521074,20.507008,24.66394
2020-05-27,206,22.56633,20.57336,24.556417
2020-05-28,206,22.613317,20.649073,24.450512
2020-05-29,206,22.651184,20.85102,24.20242
2020-05-30,206,22.413094,20.52721,23.775131
2020-05-31,206,22.13347,20.583498,23.42945
2020-06-01,206,22.3651,21.635979,23.326338
2020-06-02,206,22.379103,21.664703,23.510475
2020-06-03,206,22.420036,21.679108,23.646358
2020-06-04,206,22.566736,21.721498,23.865814
2020-06-05,206,22.981411,21.993996,24.41495
2020-06-06,206,23.1503,22.045162,24.753395
2020-06-07,206,22.956614,21.834263,24.56287
2020-06-08,206,22.542458,21.4733,24.00943
2020-06-09,206,22.26844,21.272896,23.584198
2020-06-10,206,22.241692,21.294586,23.44754
2020-06-11,206,22.224583,21.305283,23.255392
2020-06-12,206,22.117586,21.209675,22.89995
2020-06-13,206,21.966341,21.064976,22.960896
2020-06-14,206,21.81633,21.039223,22.822815
2020-06-15,206,21.903847,21.305882,22.900131
2020-06-16,206,22.072582,21.4511,23.215784
2020-06-17,206,22.08179,21.444752,23.232609
2020-06-18,206,22.288612,21.553331,23.48283
2020-06-19,206,22.635994,21.762474,23.891373
2020-06-20,206,22.862598,21.879194,24.32795
2020-06-21,206,22.773808,21.764244,24.265053
2020-06-22,206,22.775768,21.74009,24.233572
2020-06-23,206,22.873552,21.78571,24.36267
2020-06-24,206,22.876411,21.819447,24.322763
2020-06-25,206,22.828102,21.79589,24.176779
2020-06-26,206,22.775179,21.807543,23.950851
2020-06-27,206,22.682367,21.7499,23.605871
2020-06-28,206,22.518887,21.609692,23.538422
2020-06-29,206,22.267025,21.421696,23.412823
2020-06-30,206,22.121988,21.369001,23.315664
2020-07-01,206,22.14698,21.389448,23.364246
2020-07-02,206,22.542654,21.62733,23.896969
2020-07-03,206,22.65989,21.651888,24.193588
2020-07-04,206,22.478148,21.482613,23.99034
2020-07-05,206,22.384417,21.426071,23.822765
2020-07-06,206,22.417704,21.459064,23.847408
2020-07-07,206,22.307661,21.342274,23.6767
2020-07-08,206,22.172594,21.25911,23.396774
2020-07-09,206,22.230938,21.320679,23.377872
2020-07-10,206,22.014889,21.11022,22.966438
2020-07-11,206,21.753014,20.904903,22.53822
2020-07-12,206,21.64722,20.96033,22.288689
2020-07-13,206,21.877245,21.341959,22.522266
2020-07-14,206,22.192291,21.578545,23.321636
2020-07-15,206,22.425795,21.643005,23.693901
2020-07-16,206,22.71244,21.814562,24.136528
2020-07-17,206,22.824598,21.867008,24.383125
2020-07-18,206,22.901663,21.908188,24.520527
2020-07-19,206,22.94991,21.90918,24.575462
2020-07-20,206,22.98985,21.987915,24.673023
2020-07-21,206,22.938858,21.937881,24.58806
2020-07-22,206,22.868752,21.969685,24.41872
2020-07-23,206,22.643812,21.777287,23.8993
2020-07-24,206,22.53777,21.763443,23.850574
2020-07-25,206,22.36866,21.590054,23.392807
2020-07-26,206,22.240496,21.500425,23.002308
2020-07-27,206,22.22668,21.521538,23.066772
2020-07-28,206,22.33296,21.617575,23.562618
2020-07-29,206,22.444519,21.647854,23.766972
2020-07-30,206,22.509918,21.580389,23.959435
2020-07-31,206,22.547047,21.560358,24.089388
2020-08-01,206,22.504038,21.507095,23.954487
2020-08-02,206,22.46035,21.510021,23.836285
2020-08-03,206,22.44405,21.508987,23.794193
2020-08-04,206,22.43024,21.509777,23.722816
2020-08-05,206,22.31885,21.424625,23.5355
2020-08-06,206,22.137758,21.285915,23.24372
2020-08-07,206,22.016268,21.218685,22.963312
2020-08-08,206,21.959131,21.19897,22.746655
2020-08-09,206,21.931583,21.205853,22.846695
2020-08-10,206,21.993212,21.333155,23.082724
2020-08-11,206,22.120829,21.502642,23.18981
2020-08-12,206,22.158611,21.421768,23.436089
2020-08-13,206,22.226496,21.328636,23.48397
2020-08-14,206,22.292336,21.301472,23.645523
2020-08-15,206,22.397774,21.388596,23.80445
2020-08-16,206,22.455315,21.464577,23.862152
2020-08-17,206,22.421925,21.465286,23.9155
2020-08-18,206,22.34348,21.407408,23.802853
2020-08-19,206,22.24167,21.3962,23.644497
2020-08-20,206,22.18158,21.376406,23.46025
2020-08-21,206,22.125847,21.40411,23.349468
2020-08-22,206,21.87641,21.264809,22.913239
2020-08-23,206,21.762058,21.17241,22.826982
2020-08-24,206,21.804178,21.229435,23.208117
2020-08-25,206,22.057049,21.506397,23.59785
2020-08-26,206,22.283548,21.610617,23.79084
2020-08-27,206,22.430603,21.62307,24.054825
2020-08-28,206,22.505259,21.609455,23.934505
2020-08-29,206,22.540867,21.659964,23.937773
2020-08-30,206,22.498295,21.602573,23.766579
2020-08-31,206,22.448267,21.628092,23.660412
2020-09-01,206,22.520668,21.698502,23.610666
2020-09-02,206,22.647392,21.782463,23.81342
2020-09-03,206,22.409752,21.599115,23.430538
2020-09-04,206,22.216002,21.459702,23.11317
2020-09-05,206,22.016018,21.29684,22.75589
2020-09-06,206,21.944899,21.29462,22.869366
2020-09-07,206,22.132616,21.444263,23.313023
2020-09-08,206,22.39623,21.67046,23.619976
2020-09-09,206,22.444956,21.651524,23.637568
2020-09-10,206,22.340408,21.468742,23.60638
2020-09-11,206,22.284323,21.323315,23.543343
2020-09-12,206,22.408457,21.423588,23.666536
2020-09-13,206,22.57563,21.580711,23.8517
2020-09-14,206,22.6682,21.701618,24.017483
2020-09-15,206,22.49812,21.592335,23.778522
2020-09-16,206,22.31496,21.503536,23.455185
2020-09-17,206,22.253492,21.529907,23.326878
2020-09-18,206,22.233376,21.495487,23.151894
2020-09-19,206,22.208225,21.477531,23.087746
2020-09-20,206,22.04451,21.360111,23.204346
2020-09-21,206,22.186413,21.516743,23.544554
2020-09-22,206,22.295086,21.588575,23.59655
2020-09-23,206,22.132141,21.403542,23.420834
2020-09-24,206,22.164354,21.295616,23.43332
2020-09-25,206,22.172585,21.300468,23.509455
2020-09-26,206,22.04715,21.188122,23.297382
2020-09-27,206,21.996567,21.149986,23.057648
2020-09-28,206,22.015472,21.21436,23.004822
2020-09-29,206,22.0013,21.282516,23.003717
2020-09-30,206,21.919333,21.252022,22.864805
2020-10-01,206,21.940514,21.290691,22.692513
2020-10-02,206,21.978613,21.340912,22.745846
2020-10-03,206,22.03118,21.36007,22.933674
2020-10-04,206,22.08883,21.410473,23.05952
2020-10-05,206,22.084995,21.40667,23.10959
2020-10-06,206,22.127785,21.362913,23.298386
2020-10-07,206,22.374228,21.431847,23.743744
2020-10-08,206,22.557068,21.571392,23.827679
2020-10-09,206,22.49497,21.50966,23.652576
2020-10-10,206,22.337822,21.372261,23.532185
2020-10-11,206,22.210594,21.346798,23.475595
2020-10-12,206,22.026823,21.209984,23.047852
2020-10-13,206,22.100595,21.318537,23.066418
